"id"	"gene"	"description"
"R-HSA-9013406"	"ARHGAP21B"	"RHOQ GTPase cycle"
"R-HSA-9013408"	"ARHGAP21B"	"RHOG GTPase cycle"
"R-HSA-9013409"	"ARHGAP21B"	"RHOJ GTPase cycle"
"R-HSA-9013423"	"ARHGAP21B"	"RAC3 GTPase cycle"
"R-HSA-9035034"	"ARHGAP21B"	"RHOF GTPase cycle"
"R-HSA-9696264"	"ARHGAP21B"	"RND3 GTPase cycle"
"R-HSA-428542"	"NELL2B"	"Regulation of commissural axon pathfinding by SLIT and ROBO"
"R-HSA-5362517"	"CRABP2B"	"Signaling by Retinoic Acid"
"R-HSA-141444"	"DYNC1I2A"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-HSA-2132295"	"DYNC1I2A"	"MHC class II antigen presentation"
"R-HSA-2467813"	"DYNC1I2A"	"Separation of Sister Chromatids"
"R-HSA-2500257"	"DYNC1I2A"	"Resolution of Sister Chromatid Cohesion"
"R-HSA-2565942"	"DYNC1I2A"	"Regulation of PLK1 Activity at G2/M Transition"
"R-HSA-3371497"	"DYNC1I2A"	"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand"
"R-HSA-380259"	"DYNC1I2A"	"Loss of Nlp from mitotic centrosomes"
"R-HSA-380270"	"DYNC1I2A"	"Recruitment of mitotic centrosome proteins and complexes"
"R-HSA-380284"	"DYNC1I2A"	"Loss of proteins required for interphase microtubule organization from the centrosome"
"R-HSA-380320"	"DYNC1I2A"	"Recruitment of NuMA to mitotic centrosomes"
"R-HSA-5620912"	"DYNC1I2A"	"Anchoring of the basal body to the plasma membrane"
"R-HSA-5663220"	"DYNC1I2A"	"RHO GTPases Activate Formins"
"R-HSA-6807878"	"DYNC1I2A"	"COPI-mediated anterograde transport"
"R-HSA-6811436"	"DYNC1I2A"	"COPI-independent Golgi-to-ER retrograde traffic"
"R-HSA-68877"	"DYNC1I2A"	"Mitotic Prometaphase"
"R-HSA-8854518"	"DYNC1I2A"	"AURKA Activation by TPX2"
"R-HSA-9609690"	"DYNC1I2A"	"HCMV Early Events"
"R-HSA-9646399"	"DYNC1I2A"	"Aggrephagy"
"R-HSA-9646399"	"DYNC1I2A"	"Aggrephagy"
"R-HSA-9648025"	"DYNC1I2A"	"EML4 and NUDC in mitotic spindle formation"
"R-HSA-390522"	"ACTA1B"	"Striated Muscle Contraction"
"R-HSA-109704"	"FRS2B"	"PI3K Cascade"
"R-HSA-1257604"	"FRS2B"	"PIP3 activates AKT signaling"
"R-HSA-170968"	"FRS2B"	"Frs2-mediated activation"
"R-HSA-170968"	"FRS2B"	"Frs2-mediated activation"
"R-HSA-201556"	"FRS2B"	"Signaling by ALK"
"R-HSA-2219530"	"FRS2B"	"Constitutive Signaling by Aberrant PI3K in Cancer"
"R-HSA-5654689"	"FRS2B"	"PI-3K cascade:FGFR1"
"R-HSA-5654693"	"FRS2B"	"FRS-mediated FGFR1 signaling"
"R-HSA-5654695"	"FRS2B"	"PI-3K cascade:FGFR2"
"R-HSA-5654700"	"FRS2B"	"FRS-mediated FGFR2 signaling"
"R-HSA-5654706"	"FRS2B"	"FRS-mediated FGFR3 signaling"
"R-HSA-5654710"	"FRS2B"	"PI-3K cascade:FGFR3"
"R-HSA-5654712"	"FRS2B"	"FRS-mediated FGFR4 signaling"
"R-HSA-5654720"	"FRS2B"	"PI-3K cascade:FGFR4"
"R-HSA-5654726"	"FRS2B"	"Negative regulation of FGFR1 signaling"
"R-HSA-5654727"	"FRS2B"	"Negative regulation of FGFR2 signaling"
"R-HSA-5654732"	"FRS2B"	"Negative regulation of FGFR3 signaling"
"R-HSA-5654733"	"FRS2B"	"Negative regulation of FGFR4 signaling"
"R-HSA-5655253"	"FRS2B"	"Signaling by FGFR2 in disease"
"R-HSA-5655291"	"FRS2B"	"Signaling by FGFR4 in disease"
"R-HSA-5655302"	"FRS2B"	"Signaling by FGFR1 in disease"
"R-HSA-5673001"	"FRS2B"	"RAF/MAP kinase cascade"
"R-HSA-6811558"	"FRS2B"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-HSA-8853334"	"FRS2B"	"Signaling by FGFR3 fusions in cancer"
"R-HSA-8853338"	"FRS2B"	"Signaling by FGFR3 point mutants in cancer"
"R-HSA-8853659"	"FRS2B"	"RET signaling"
"R-HSA-9028731"	"FRS2B"	"Activated NTRK2 signals through FRS2 and FRS3"
"R-HSA-9028731"	"FRS2B"	"Activated NTRK2 signals through FRS2 and FRS3"
"R-HSA-9696270"	"FRS2B"	"RND2 GTPase cycle"
"R-HSA-9696273"	"FRS2B"	"RND1 GTPase cycle"
"R-HSA-9725370"	"FRS2B"	"Signaling by ALK fusions and activated point mutants"
"R-HSA-189200"	"SLC2A15B"	"Cellular hexose transport"
"R-HSA-186797"	"THBS3B"	"Signaling by PDGF"
"R-HSA-2129379"	"EMILIN1A"	"Molecules associated with elastic fibres"
"R-HSA-2129379"	"EMILIN1A"	"Molecules associated with elastic fibres"
"R-HSA-389957"	"PFDN1"	"Prefoldin mediated transfer of substrate  to CCT/TriC"
"R-HSA-1227986"	"HBEGFB"	"Signaling by ERBB2"
"R-HSA-1236394"	"HBEGFB"	"Signaling by ERBB4"
"R-HSA-1250196"	"HBEGFB"	"SHC1 events in ERBB2 signaling"
"R-HSA-1250196"	"HBEGFB"	"SHC1 events in ERBB2 signaling"
"R-HSA-1250342"	"HBEGFB"	"PI3K events in ERBB4 signaling"
"R-HSA-1250347"	"HBEGFB"	"SHC1 events in ERBB4 signaling"
"R-HSA-1251985"	"HBEGFB"	"Nuclear signaling by ERBB4"
"R-HSA-1257604"	"HBEGFB"	"PIP3 activates AKT signaling"
"R-HSA-177929"	"HBEGFB"	"Signaling by EGFR"
"R-HSA-179812"	"HBEGFB"	"GRB2 events in EGFR signaling"
"R-HSA-180292"	"HBEGFB"	"GAB1 signalosome"
"R-HSA-180336"	"HBEGFB"	"SHC1 events in EGFR signaling"
"R-HSA-182971"	"HBEGFB"	"EGFR downregulation"
"R-HSA-1963640"	"HBEGFB"	"GRB2 events in ERBB2 signaling"
"R-HSA-1963642"	"HBEGFB"	"PI3K events in ERBB2 signaling"
"R-HSA-212718"	"HBEGFB"	"EGFR interacts with phospholipase C-gamma"
"R-HSA-2179392"	"HBEGFB"	"EGFR Transactivation by Gastrin"
"R-HSA-2179392"	"HBEGFB"	"EGFR Transactivation by Gastrin"
"R-HSA-2219530"	"HBEGFB"	"Constitutive Signaling by Aberrant PI3K in Cancer"
"R-HSA-5336415"	"HBEGFB"	"Uptake and function of diphtheria toxin"
"R-HSA-5638303"	"HBEGFB"	"Inhibition of Signaling by Overexpressed EGFR"
"R-HSA-5673001"	"HBEGFB"	"RAF/MAP kinase cascade"
"R-HSA-6785631"	"HBEGFB"	"ERBB2 Regulates Cell Motility"
"R-HSA-6811558"	"HBEGFB"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-HSA-8847993"	"HBEGFB"	"ERBB2 Activates PTK6 Signaling"
"R-HSA-8856825"	"HBEGFB"	"Cargo recognition for clathrin-mediated endocytosis"
"R-HSA-8856828"	"HBEGFB"	"Clathrin-mediated endocytosis"
"R-HSA-8857538"	"HBEGFB"	"PTK6 promotes HIF1A stabilization"
"R-HSA-8863795"	"HBEGFB"	"Downregulation of ERBB2 signaling"
"R-HSA-9009391"	"HBEGFB"	"Extra-nuclear estrogen signaling"
"R-HSA-9634638"	"HBEGFB"	"Estrogen-dependent nuclear events downstream of ESR-membrane signaling"
"R-HSA-9664565"	"HBEGFB"	"Signaling by ERBB2 KD Mutants"
"R-HSA-9665686"	"HBEGFB"	"Signaling by ERBB2 TMD/JMD mutants"
"R-HSA-2672351"	"SGK2A"	"Stimuli-sensing channels"
"R-HSA-432722"	"SORT1A"	"Golgi Associated Vesicle Biogenesis"
"R-HSA-3238698"	"PORCNL"	"WNT ligand biogenesis and trafficking"
"R-HSA-5340573"	"PORCNL"	"LGK974 inhibits PORCN"
"R-HSA-2122948"	"MIB1"	"Activated NOTCH1 Transmits Signal to the Nucleus"
"R-HSA-2644606"	"MIB1"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2691232"	"MIB1"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"
"R-HSA-2894862"	"MIB1"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-2979096"	"MIB1"	"NOTCH2 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"MIB1"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-3214847"	"BRD8"	"HATs acetylate histones"
"R-HSA-3214847"	"BRD8"	"HATs acetylate histones"
"R-HSA-4641258"	"HECW1B"	"Degradation of DVL"
"R-HSA-2559580"	"CBX8B"	"Oxidative Stress Induced Senescence"
"R-HSA-3108214"	"CBX8B"	"SUMOylation of DNA damage response and repair proteins"
"R-HSA-3899300"	"CBX8B"	"SUMOylation of transcription cofactors"
"R-HSA-4551638"	"CBX8B"	"SUMOylation of chromatin organization proteins"
"R-HSA-4570464"	"CBX8B"	"SUMOylation of RNA binding proteins"
"R-HSA-4655427"	"CBX8B"	"SUMOylation of DNA methylation proteins"
"R-HSA-8939243"	"CBX8B"	"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known"
"R-HSA-8943724"	"CBX8B"	"Regulation of PTEN gene transcription"
"R-HSA-8943724"	"CBX8B"	"Regulation of PTEN gene transcription"
"R-HSA-977225"	"ITM2BB"	"Amyloid fiber formation"
"R-HSA-1251985"	"STMN1B"	"Nuclear signaling by ERBB4"
"R-HSA-163125"	"THY1"	"Post-translational modification: synthesis of GPI-anchored proteins"
"R-HSA-8873719"	"RAB25A"	"RAB geranylgeranylation"
"R-HSA-2028269"	"SAV1"	"Signaling by Hippo"
"R-HSA-6782315"	"OSGEP"	"tRNA modification in the nucleus and cytosol"
"R-HSA-114608"	"SCCPDHB"	"Platelet degranulation "
"R-HSA-416476"	"LPAR2A"	"G alpha (q) signalling events"
"R-HSA-418594"	"LPAR2A"	"G alpha (i) signalling events"
"R-HSA-419408"	"LPAR2A"	"Lysosphingolipid and LPA receptors"
"R-HSA-1251985"	"STMN1A"	"Nuclear signaling by ERBB4"
"R-HSA-983168"	"MGRN1A"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-3214841"	"SUV420H1"	"PKMTs methylate histone lysines"
"R-HSA-8866654"	"TMEM129"	"E3 ubiquitin ligases ubiquitinate target proteins"
"R-HSA-420029"	"CLDN5B"	"Tight junction interactions"
"R-HSA-8935964"	"CLDN5B"	"RUNX1 regulates expression of components of tight junctions"
"R-HSA-9018519"	"USF1L"	"Estrogen-dependent gene expression"
"R-HSA-6807004"	"PTPN2A"	"Negative regulation of MET activity"
"R-HSA-877312"	"PTPN2A"	"Regulation of IFNG signaling"
"R-HSA-9008059"	"PTPN2A"	"Interleukin-37 signaling"
"R-HSA-5368286"	"MTIF3"	"Mitochondrial translation initiation"
"R-HSA-210991"	"SLC16A1B"	"Basigin interactions"
"R-HSA-433692"	"SLC16A1B"	"Proton-coupled monocarboxylate transport"
"R-HSA-5619070"	"SLC16A1B"	"Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)"
"R-HSA-70268"	"SLC16A1B"	"Pyruvate metabolism"
"R-HSA-6782315"	"TRMT6"	"tRNA modification in the nucleus and cytosol"
"R-HSA-2173788"	"STRAP"	"Downregulation of TGF-beta receptor signaling"
"R-HSA-2173788"	"STRAP"	"Downregulation of TGF-beta receptor signaling"
"R-HSA-2122947"	"HEY1"	"NOTCH1 Intracellular Domain Regulates Transcription"
"R-HSA-2644606"	"HEY1"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2894862"	"HEY1"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-8940973"	"HEY1"	"RUNX2 regulates osteoblast differentiation"
"R-HSA-9013508"	"HEY1"	"NOTCH3 Intracellular Domain Regulates Transcription"
"R-HSA-9013508"	"HEY1"	"NOTCH3 Intracellular Domain Regulates Transcription"
"R-HSA-9013695"	"HEY1"	"NOTCH4 Intracellular Domain Regulates Transcription"
"R-HSA-6798695"	"HUWE1"	"Neutrophil degranulation"
"R-HSA-983168"	"HUWE1"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-110328"	"ZGC:113263"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"
"R-HSA-110329"	"ZGC:113263"	"Cleavage of the damaged pyrimidine "
"R-HSA-110330"	"ZGC:113263"	"Recognition and association of DNA glycosylase with site containing an affected purine"
"R-HSA-110330"	"ZGC:113263"	"Recognition and association of DNA glycosylase with site containing an affected purine"
"R-HSA-110331"	"ZGC:113263"	"Cleavage of the damaged purine"
"R-HSA-110331"	"ZGC:113263"	"Cleavage of the damaged purine"
"R-HSA-1221632"	"ZGC:113263"	"Meiotic synapsis"
"R-HSA-171306"	"ZGC:113263"	"Packaging Of Telomere Ends"
"R-HSA-171319"	"ZGC:113263"	"Telomere Extension By Telomerase"
"R-HSA-174411"	"ZGC:113263"	"Polymerase switching on the C-strand of the telomere"
"R-HSA-174414"	"ZGC:113263"	"Processive synthesis on the C-strand of the telomere"
"R-HSA-174417"	"ZGC:113263"	"Telomere C-strand (Lagging Strand) Synthesis"
"R-HSA-174430"	"ZGC:113263"	"Telomere C-strand synthesis initiation"
"R-HSA-174437"	"ZGC:113263"	"Removal of the Flap Intermediate from the C-strand"
"R-HSA-2559586"	"ZGC:113263"	"DNA Damage/Telomere Stress Induced Senescence"
"R-HSA-9670095"	"ZGC:113263"	"Inhibition of DNA recombination at telomere"
"R-HSA-211945"	"AOC2"	"Phase I - Functionalization of compounds"
"R-HSA-8866652"	"UBE2KB"	"Synthesis of active ubiquitin: roles of E1 and E2 enzymes"
"R-HSA-936440"	"UBE2KB"	"Negative regulators of DDX58/IFIH1 signaling"
"R-HSA-983168"	"UBE2KB"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-HSA-5334118"	"UHRF1"	"DNA methylation"
"R-HSA-1268020"	"DNAJC19"	"Mitochondrial protein import"
"R-HSA-1839117"	"CPSF6"	"Signaling by cytosolic FGFR1 fusion mutants"
"R-HSA-5655302"	"CPSF6"	"Signaling by FGFR1 in disease"
"R-HSA-379726"	"IARS2"	"Mitochondrial tRNA aminoacylation"
"R-HSA-5205685"	"MTERF3"	"PINK1-PRKN Mediated Mitophagy"
"R-HSA-6802952"	"FXR1"	"Signaling by BRAF and RAF1 fusions"
"R-HSA-1482883"	"DGAT1B"	"Acyl chain remodeling of DAG and TAG"
"R-HSA-6798695"	"DGAT1B"	"Neutrophil degranulation"
"R-HSA-75109"	"DGAT1B"	"Triglyceride biosynthesis"
"R-HSA-2173788"	"BAMBIB"	"Downregulation of TGF-beta receptor signaling"
"R-HSA-177504"	"SH3GL2"	"Retrograde neurotrophin signalling"
"R-HSA-177504"	"SH3GL2"	"Retrograde neurotrophin signalling"
"R-HSA-182971"	"SH3GL2"	"EGFR downregulation"
"R-HSA-2132295"	"SH3GL2"	"MHC class II antigen presentation"
"R-HSA-432720"	"SH3GL2"	"Lysosome Vesicle Biogenesis"
"R-HSA-432722"	"SH3GL2"	"Golgi Associated Vesicle Biogenesis"
"R-HSA-437239"	"SH3GL2"	"Recycling pathway of L1"
"R-HSA-437239"	"SH3GL2"	"Recycling pathway of L1"
"R-HSA-6807004"	"SH3GL2"	"Negative regulation of MET activity"
"R-HSA-8856825"	"SH3GL2"	"Cargo recognition for clathrin-mediated endocytosis"
"R-HSA-8856828"	"SH3GL2"	"Clathrin-mediated endocytosis"
"R-HSA-8875360"	"SH3GL2"	"InlB-mediated entry of Listeria monocytogenes into host cell"
"R-HSA-1989781"	"ANGPTL4"	"PPARA activates gene expression"
"R-HSA-381340"	"ANGPTL4"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-8963889"	"ANGPTL4"	"Assembly of active LPL and LIPC lipase complexes"
"R-HSA-212676"	"APBA1B"	"Dopamine Neurotransmitter Release Cycle"
"R-HSA-6794361"	"APBA1B"	"Neurexins and neuroligins"
"R-HSA-9609736"	"APBA1B"	"Assembly and cell surface presentation of NMDA receptors"
"R-HSA-429947"	"ZCCHC11"	"Deadenylation of mRNA"
"R-HSA-2122948"	"DLA"	"Activated NOTCH1 Transmits Signal to the Nucleus"
"R-HSA-2644606"	"DLA"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"R-HSA-2660826"	"DLA"	"Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"
"R-HSA-2691232"	"DLA"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"
"R-HSA-2894862"	"DLA"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"R-HSA-2979096"	"DLA"	"NOTCH2 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"DLA"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9013507"	"DLA"	"NOTCH3 Activation and Transmission of Signal to the Nucleus"
"R-HSA-9022702"	"DLA"	"MECP2 regulates transcription of neuronal ligands"
"R-HSA-2408522"	"MARS"	"Selenoamino acid metabolism"
"R-HSA-379716"	"MARS"	"Cytosolic tRNA aminoacylation"
"R-HSA-2565942"	"ODF2B"	"Regulation of PLK1 Activity at G2/M Transition"
"R-HSA-380259"	"ODF2B"	"Loss of Nlp from mitotic centrosomes"
"R-HSA-380270"	"ODF2B"	"Recruitment of mitotic centrosome proteins and complexes"
"R-HSA-380284"	"ODF2B"	"Loss of proteins required for interphase microtubule organization from the centrosome"
"R-HSA-380320"	"ODF2B"	"Recruitment of NuMA to mitotic centrosomes"
"R-HSA-5620912"	"ODF2B"	"Anchoring of the basal body to the plasma membrane"
"R-HSA-8854518"	"ODF2B"	"AURKA Activation by TPX2"
"R-HSA-9662360"	"TRIOBPA"	"Sensory processing of sound by inner hair cells of the cochlea"
"R-HSA-9662361"	"TRIOBPA"	"Sensory processing of sound by outer hair cells of the cochlea"
"R-HSA-8964208"	"QDPRB1"	"Phenylalanine metabolism"
"R-HSA-380994"	"DDIT3"	"ATF4 activates genes in response to endoplasmic reticulum  stress"
"R-HSA-381183"	"DDIT3"	"ATF6 (ATF6-alpha) activates chaperone genes"
"R-HSA-9614657"	"DDIT3"	"FOXO-mediated transcription of cell death genes"
"R-HSA-9614657"	"DDIT3"	"FOXO-mediated transcription of cell death genes"
"R-HSA-9633012"	"DDIT3"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9633012"	"DDIT3"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9648895"	"DDIT3"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-380994"	"ATF3"	"ATF4 activates genes in response to endoplasmic reticulum  stress"
"R-HSA-9633012"	"ATF3"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9633012"	"ATF3"	"Response of EIF2AK4 (GCN2) to amino acid deficiency"
"R-HSA-9648895"	"ATF3"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-9648895"	"ATF3"	"Response of EIF2AK1 (HRI) to heme deficiency"
"R-HSA-2453902"	"RPE65C"	"The canonical retinoid cycle in rods (twilight vision)"
"R-HSA-5610787"	"IFT140"	"Hedgehog 'off' state"
"R-HSA-5620924"	"IFT140"	"Intraflagellar transport"
"R-HSA-2408522"	"AIMP1"	"Selenoamino acid metabolism"
"R-HSA-379716"	"AIMP1"	"Cytosolic tRNA aminoacylation"
"R-HSA-2408522"	"AIMP1"	"Selenoamino acid metabolism"
"R-HSA-379716"	"AIMP1"	"Cytosolic tRNA aminoacylation"
"R-HSA-9010553"	"LHX4"	"Regulation of expression of SLITs and ROBOs"
"R-HSA-70171"	"PGP"	"Glycolysis"
"R-HSA-3214847"	"ELP5"	"HATs acetylate histones"
"R-HSA-2672351"	"RYR2B"	"Stimuli-sensing channels"
"R-HSA-5578775"	"RYR2B"	"Ion homeostasis"
"R-HSA-380972"	"CAB39L"	"Energy dependent regulation of mTOR by LKB1-AMPK"
"R-HSA-2672351"	"WNK1B"	"Stimuli-sensing channels"
"R-HSA-1268020"	"TIMM13"	"Mitochondrial protein import"
"R-HSA-162791"	"PIGS"	"Attachment of GPI anchor to uPAR"
"R-HSA-381038"	"CTDSP2"	"XBP1(S) activates chaperone genes"
"R-HSA-1839117"	"FGFR1OP2"	"Signaling by cytosolic FGFR1 fusion mutants"
"R-HSA-5655302"	"FGFR1OP2"	"Signaling by FGFR1 in disease"
"R-HSA-1368108"	"BHLHE40"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
"R-HSA-1368108"	"BHLHE40"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
"R-HSA-202433"	"WASA"	"Generation of second messenger molecules"
"R-HSA-2029482"	"WASA"	"Regulation of actin dynamics for phagocytic cup formation"
"R-HSA-2029482"	"WASA"	"Regulation of actin dynamics for phagocytic cup formation"
"R-HSA-5663213"	"WASA"	"RHO GTPases Activate WASPs and WAVEs"
"R-HSA-5663213"	"WASA"	"RHO GTPases Activate WASPs and WAVEs"
"R-HSA-9013148"	"WASA"	"CDC42 GTPase cycle"
"R-HSA-9013149"	"WASA"	"RAC1 GTPase cycle"
"R-HSA-9013409"	"WASA"	"RHOJ GTPase cycle"
"R-HSA-9664422"	"WASA"	"FCGR3A-mediated phagocytosis"
"R-HSA-9664422"	"WASA"	"FCGR3A-mediated phagocytosis"
"R-HSA-3371511"	"HSBP1B"	"HSF1 activation"
"R-HSA-3371568"	"HSBP1B"	"Attenuation phase"
"R-HSA-3371571"	"HSBP1B"	"HSF1-dependent transactivation"
"R-HSA-2162123"	"PTGR2"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"
"R-HSA-210745"	"PAX6A"	"Regulation of gene expression in beta cells"
"R-HSA-381771"	"PAX6A"	"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"
"R-HSA-400511"	"PAX6A"	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
"R-HSA-5617472"	"PAX6A"	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"R-HSA-3214847"	"KANSL1A"	"HATs acetylate histones"
"R-HSA-8955332"	"VASH2"	"Carboxyterminal post-translational modifications of tubulin"
"R-HSA-2672351"	"NALCN"	"Stimuli-sensing channels"
"R-HSA-6805567"	"PKP3A"	"Keratinization"
"R-HSA-6809371"	"PKP3A"	"Formation of the cornified envelope"
"R-HSA-202733"	"GPA33"	"Cell surface interactions at the vascular wall"
"R-HSA-427359"	"RRP8"	"SIRT1 negatively regulates rRNA expression"
"R-HSA-1989781"	"MED21"	"PPARA activates gene expression"
"R-HSA-381340"	"MED21"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-381340"	"MED21"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-877300"	"TRIM3B"	"Interferon gamma signaling"
"R-HSA-5628897"	"ZGC:86599"	"TP53 Regulates Metabolic Genes"
"R-HSA-611105"	"ZGC:86599"	"Respiratory electron transport"
"R-HSA-9707564"	"ZGC:86599"	"Cytoprotection by HMOX1"
"R-HSA-351906"	"OCLNB"	"Apoptotic cleavage of cell adhesion  proteins"
"R-HSA-8935964"	"OCLNB"	"RUNX1 regulates expression of components of tight junctions"
"R-HSA-1989781"	"MED13B"	"PPARA activates gene expression"
"R-HSA-212436"	"MED13B"	"Generic Transcription Pathway"
"R-HSA-381340"	"MED13B"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-381340"	"MED13B"	"Transcriptional regulation of white adipocyte differentiation"
"R-HSA-193648"	"ARHGEF18A"	"NRAGE signals death through JNK"
"R-HSA-2173791"	"ARHGEF18A"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"
"R-HSA-2173791"	"ARHGEF18A"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"
"R-HSA-416482"	"ARHGEF18A"	"G alpha (12/13) signalling events"
"R-HSA-8980692"	"ARHGEF18A"	"RHOA GTPase cycle"
"R-HSA-9013149"	"ARHGEF18A"	"RAC1 GTPase cycle"
"R-HSA-2022090"	"ITGA6B"	"Assembly of collagen fibrils and other multimeric structures"
"R-HSA-210991"	"ITGA6B"	"Basigin interactions"
"R-HSA-216083"	"ITGA6B"	"Integrin cell surface interactions"
"R-HSA-216083"	"ITGA6B"	"Integrin cell surface interactions"
"R-HSA-3000157"	"ITGA6B"	"Laminin interactions"
"R-HSA-3000157"	"ITGA6B"	"Laminin interactions"
"R-HSA-3000170"	"ITGA6B"	"Syndecan interactions"
"R-HSA-446107"	"ITGA6B"	"Type I hemidesmosome assembly"
"R-HSA-110328"	"TDG.1"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"
"R-HSA-110329"	"TDG.1"	"Cleavage of the damaged pyrimidine "
"R-HSA-110357"	"TDG.1"	"Displacement of DNA glycosylase by APEX1"
"R-HSA-3108214"	"TDG.1"	"SUMOylation of DNA damage response and repair proteins"
"R-HSA-5221030"	"TDG.1"	"TET1,2,3 and TDG demethylate DNA"
"R-HSA-399997"	"MARCKSA"	"Acetylcholine regulates insulin secretion"
"R-HSA-198753"	"RPS6KA3A"	"ERK/MAPK targets"
"R-HSA-199920"	"RPS6KA3A"	"CREB phosphorylation"
"R-HSA-2559582"	"RPS6KA3A"	"Senescence-Associated Secretory Phenotype (SASP)"
"R-HSA-2559582"	"RPS6KA3A"	"Senescence-Associated Secretory Phenotype (SASP)"
"R-HSA-437239"	"RPS6KA3A"	"Recycling pathway of L1"
"R-HSA-442742"	"RPS6KA3A"	"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling"
"R-HSA-444257"	"RPS6KA3A"	"RSK activation"
"R-HSA-444257"	"RPS6KA3A"	"RSK activation"
"R-HSA-881907"	"RPS6KA3A"	"Gastrin-CREB signalling pathway via PKC and MAPK"
"R-HSA-75876"	"ELOVL4A"	"Synthesis of very long-chain fatty acyl-CoAs"
"R-HSA-4570464"	"HNRNPK"	"SUMOylation of RNA binding proteins"
"R-HSA-72163"	"HNRNPK"	"mRNA Splicing - Major Pathway"
"R-HSA-72203"	"HNRNPK"	"Processing of Capped Intron-Containing Pre-mRNA"
"R-HSA-9610379"	"HNRNPK"	"HCMV Late Events"
"R-HSA-379716"	"NARS"	"Cytosolic tRNA aminoacylation"
"R-HSA-198693"	"FOXO3B"	"AKT phosphorylates targets in the nucleus"
"R-HSA-5674400"	"FOXO3B"	"Constitutive Signaling by AKT1 E17K in Cancer"
"R-HSA-9614399"	"FOXO3B"	"Regulation of localization of FOXO transcription factors"
